ranking,id_cliente,segmento,perfil_risco,tipo_cliente,prioridade,score_gap_total,pl_brl,pct_offshore,pct_cdi,saldo_conta_global_usd,caixa_parado_usd,dias_sem_remessa,dolar_medio_compra,motivo_principal,cluster_nome,cluster
2593,G2648,Alta Renda,Moderado,PF,BAIXO,20.25,7952133.62,0.2627,0.1934,151225.74,56913.0,44,4.4433,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2594,G2343,Alta Renda,Moderado,PF,BAIXO,20.25,19153369.0,0.276,0.1327,83566.55,35299.2,55,5.1934,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2595,G1731,Investidor,Moderado,PF,BAIXO,20.25,1784516.91,0.1481,0.527,32387.99,4071.12,13,4.9143,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2596,G1816,Alta Renda,Arrojado,PF,BAIXO,20.25,6340034.88,0.1987,0.4322,56335.81,7324.34,25,3.964,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2597,G2370,Alta Renda,Arrojado,PF,BAIXO,20.25,8988012.03,0.3151,0.4005,66938.23,42351.78,8,5.1181,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2598,G2409,Alta Renda,Arrojado,PJ,BAIXO,20.25,5000000.0,0.1896,0.3881,27514.58,6116.81,12,4.3313,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2599,G1237,Investidor,Moderado,PF,BAIXO,20.25,2129629.15,0.1962,0.4408,32476.15,3544.66,30,4.9228,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2600,G2845,Wealth,Sofisticado,PF,BAIXO,20.0,61368262.97,0.3805,0.1415,2580686.68,2327628.96,61,4.5126,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2601,G0682,Investidor,Moderado,PF,BAIXO,20.0,1364045.45,0.1791,0.3303,28130.48,6959.58,19,4.1061,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2602,G1619,Investidor,Arrojado,PF,BAIXO,20.0,790021.28,0.1552,0.5702,21113.92,2658.15,40,4.3286,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2603,G0767,Investidor,Conservador,PF,BAIXO,20.0,500000.0,0.1319,0.4277,57776.12,9517.46,29,4.5477,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2604,G2816,Wealth,Sofisticado,PF,BAIXO,20.0,57209562.51,0.285,0.2916,35600.48,1327.0,14,6.2416,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2605,G0547,Investidor,Moderado,PF,BAIXO,20.0,1262530.84,0.2259,0.1984,128189.38,17104.47,2,5.7717,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2606,G1486,Investidor,Arrojado,PF,BAIXO,20.0,2805355.8,0.2541,0.1447,23513.24,6839.08,9,6.2187,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2607,G0703,Investidor,Conservador,PF,BAIXO,20.0,4407468.48,0.1852,0.3513,21516.55,8815.44,4,4.2137,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2608,G0607,Investidor,Moderado,PF,BAIXO,20.0,1223660.49,0.1373,0.4707,50500.4,8267.63,9,4.5853,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2609,G1461,Investidor,Moderado,PF,BAIXO,19.75,1438633.59,0.2463,0.3907,25333.52,10816.86,36,5.2856,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2610,G0168,Qualificado,Arrojado,PF,BAIXO,19.75,296888.97,0.1144,0.3908,11573.23,1319.62,14,4.8851,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2611,G2026,Alta Renda,Moderado,PF,BAIXO,19.75,20650297.24,0.17,0.1916,151189.0,8796.94,16,5.0956,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2612,G2619,Alta Renda,Conservador,PF,BAIXO,19.75,8179137.93,0.2159,0.3763,64682.65,16143.96,30,5.3574,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2613,G2415,Alta Renda,Moderado,PF,BAIXO,19.75,5000000.0,0.177,0.2233,64468.28,23046.16,9,4.4108,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2614,G2372,Alta Renda,Arrojado,PF,BAIXO,19.75,20366718.66,0.179,0.3237,64411.14,15253.71,17,3.5,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2615,G2819,Wealth,Arrojado,PF,BAIXO,19.75,61083007.61,0.3307,0.2536,176679.66,66521.81,55,6.2395,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2616,G1863,Alta Renda,Sofisticado,PJ,BAIXO,19.75,23994021.38,0.1968,0.2809,243145.31,26181.1,10,4.6812,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2617,G2568,Alta Renda,Arrojado,PF,BAIXO,19.75,30000000.0,0.1459,0.3329,30930.47,5714.48,21,5.3069,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2618,G2762,Wealth,Sofisticado,PF,BAIXO,19.75,66400466.91,0.2998,0.2042,86535.17,27609.24,23,3.7252,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2619,G2955,Wealth,Sofisticado,PF,BAIXO,19.75,80384491.7,0.4161,0.0737,95788.13,32696.44,36,6.9124,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2620,G1234,Investidor,Conservador,PF,BAIXO,19.75,1803249.21,0.1644,0.5441,16423.29,3460.06,14,5.0928,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2621,G2923,Wealth,Sofisticado,PF,BAIXO,19.75,74511102.78,0.7,0.1058,311155.55,68378.94,51,6.4151,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2622,G1878,Alta Renda,Sofisticado,PF,BAIXO,19.75,15895434.94,0.1967,0.3064,75466.08,23736.97,5,4.3033,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2623,G1223,Investidor,Moderado,PF,BAIXO,19.75,1652268.29,0.1398,0.5383,16350.81,1119.9,20,5.0646,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2624,G0665,Investidor,Arrojado,PJ,BAIXO,19.5,1620769.57,0.259,0.3709,92994.94,14393.32,17,5.2169,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2625,G2761,Wealth,Sofisticado,PJ,BAIXO,19.5,259659595.88,0.4375,0.1205,377325.28,63759.14,103,5.8866,Inatividade de remessas (>30 dias),Alto Risco — CDI Excessivo,1
2626,G2712,Alta Renda,Arrojado,PF,BAIXO,19.5,22821188.42,0.1467,0.3289,78091.59,5043.58,13,3.976,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2627,G2074,Alta Renda,Arrojado,PF,BAIXO,19.5,10930378.33,0.1874,0.2551,78197.7,9757.83,10,4.2952,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2628,G2818,Wealth,Sofisticado,PF,BAIXO,19.5,76665366.27,0.3743,0.1388,550879.51,332949.44,43,4.235,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2629,G1473,Investidor,Arrojado,PF,BAIXO,19.5,563222.74,0.2301,0.3364,62747.45,10915.07,59,4.3916,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2630,G1783,Investidor,Arrojado,PF,BAIXO,19.5,500000.0,0.1257,0.307,75220.75,14761.22,24,4.3222,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2631,G2589,Alta Renda,Sofisticado,PF,BAIXO,19.5,9573271.78,0.2265,0.2134,44012.14,21935.0,63,5.2753,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2632,G1715,Investidor,Moderado,PF,BAIXO,19.5,1556418.99,0.1354,0.2738,36972.93,15489.42,12,3.5,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2633,G0927,Investidor,Moderado,PF,BAIXO,19.5,500000.0,0.1546,0.5747,14996.3,149.28,9,4.6296,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2634,G0481,Investidor,Moderado,PF,BAIXO,19.5,617479.44,0.1264,0.5262,14935.88,1590.06,20,4.7133,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2635,G2876,Wealth,Sofisticado,PF,BAIXO,19.5,76514835.34,0.5121,0.1526,315348.43,133356.46,22,6.053,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2636,G1496,Investidor,Arrojado,PF,BAIXO,19.5,1041188.12,0.1363,0.3151,15280.47,1991.72,25,5.7989,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2637,G2714,Alta Renda,Arrojado,PF,BAIXO,19.5,6660994.56,0.301,0.2595,386624.44,91194.98,45,3.9216,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2638,G2763,Wealth,Arrojado,PF,BAIXO,19.5,94960119.21,0.3809,0.1593,838618.85,92593.46,41,5.2561,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2639,G2984,Wealth,Arrojado,PF,BAIXO,19.5,209192577.89,0.4405,0.0875,244178.6,136712.29,19,6.2676,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2640,G2937,Wealth,Sofisticado,PF,BAIXO,19.25,106348012.07,0.3885,0.1597,1029794.71,359815.51,19,5.1776,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2641,G2803,Wealth,Sofisticado,PJ,BAIXO,19.25,208179556.49,0.2895,0.2826,446739.58,44152.24,18,5.5404,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2642,G2244,Alta Renda,Arrojado,PF,BAIXO,19.25,7843619.28,0.2746,0.3344,70320.33,20510.94,27,5.1452,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2643,G2979,Wealth,Arrojado,PF,BAIXO,19.25,34735520.36,0.4963,0.0771,884319.22,436005.74,25,5.1656,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2644,G2169,Alta Renda,Arrojado,PF,BAIXO,19.25,5000000.0,0.2528,0.2186,259893.9,47285.12,30,5.0247,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2645,G0572,Investidor,Conservador,PF,BAIXO,19.25,1069992.42,0.212,0.4204,27314.22,14134.88,7,4.669,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2646,G1964,Alta Renda,Sofisticado,PF,BAIXO,19.25,5312521.26,0.2346,0.3359,30173.98,17736.18,7,5.3214,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2647,G1999,Alta Renda,Sofisticado,PF,BAIXO,19.25,14282076.66,0.2703,0.1139,116252.76,25129.45,11,7.5243,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2648,G1681,Investidor,Conservador,PJ,BAIXO,19.25,547702.75,0.2021,0.3811,25380.58,4761.45,152,4.2477,Inatividade de remessas (>30 dias),Alto Risco — CDI Excessivo,1
2649,G0975,Investidor,Moderado,PF,BAIXO,19.25,2517134.14,0.2053,0.5005,19654.18,5929.59,8,6.2377,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2650,G0390,Qualificado,Moderado,PF,BAIXO,19.25,132347.83,0.1092,0.3436,10000.0,1452.9,22,5.1522,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2651,G1835,Alta Renda,Moderado,PF,BAIXO,19.25,10455991.02,0.2884,0.4043,117510.79,10865.26,51,5.1047,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2652,G2969,Wealth,Arrojado,PF,BAIXO,19.25,52374411.49,0.3526,0.0536,172265.63,73206.0,5,6.297,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2653,G1128,Investidor,Arrojado,PF,BAIXO,19.0,799320.25,0.1906,0.3246,23909.92,6094.53,29,4.9288,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2654,G0589,Investidor,Sofisticado,PF,BAIXO,19.0,1108242.52,0.1474,0.3287,46332.22,3485.98,43,5.8245,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2655,G2698,Alta Renda,Sofisticado,PF,BAIXO,19.0,6120758.89,0.3181,0.3895,131341.5,42374.52,14,4.717,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2656,G2817,Wealth,Arrojado,PJ,BAIXO,19.0,97590253.04,0.2666,0.2351,182378.41,32584.26,10,5.3329,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2657,G2865,Wealth,Sofisticado,PF,BAIXO,19.0,134132236.66,0.3267,0.2825,278668.27,109864.66,18,5.6549,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2658,G2004,Alta Renda,Arrojado,PF,BAIXO,19.0,17019906.64,0.1965,0.3101,49306.04,3664.06,37,4.456,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2659,G1679,Investidor,Moderado,PF,BAIXO,19.0,850441.21,0.1873,0.4374,44391.4,5654.17,18,5.3936,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2660,G2146,Alta Renda,Arrojado,PF,BAIXO,19.0,7913963.87,0.3284,0.051,112238.86,37242.38,130,3.706,Inatividade de remessas (>30 dias),Alto Risco — CDI Excessivo,1
2661,G0829,Investidor,Moderado,PF,BAIXO,19.0,779359.78,0.1331,0.4716,66061.32,10879.68,22,4.3109,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2662,G1375,Investidor,Arrojado,PF,BAIXO,19.0,2832310.71,0.1599,0.4154,22189.45,12317.92,7,4.8929,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2663,G1401,Investidor,Arrojado,PJ,BAIXO,19.0,1171485.04,0.2481,0.4289,41973.0,3339.36,48,3.5,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2664,G2707,Alta Renda,Arrojado,PF,BAIXO,19.0,5973833.37,0.3562,0.2585,31397.71,5036.25,49,5.9696,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2665,G2398,Alta Renda,Moderado,PF,BAIXO,19.0,5000000.0,0.2405,0.2974,62982.9,13887.86,28,6.3154,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2666,G1327,Investidor,Moderado,PF,BAIXO,19.0,1056135.53,0.1588,0.4493,10987.21,1265.25,5,5.203,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2667,G1589,Investidor,Moderado,PF,BAIXO,19.0,996314.89,0.1444,0.4391,57336.06,11661.89,16,4.3902,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2668,G1848,Alta Renda,Moderado,PF,BAIXO,19.0,7229521.34,0.2692,0.0844,445410.25,3921.17,16,6.6232,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2669,G0604,Investidor,Arrojado,PF,BAIXO,19.0,3997889.84,0.131,0.3881,43928.95,12156.12,14,4.9079,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2670,G0781,Investidor,Moderado,PF,BAIXO,18.75,2188437.55,0.1659,0.4134,12678.0,1949.85,10,4.624,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2671,G2236,Alta Renda,Arrojado,PF,BAIXO,18.75,11017701.8,0.2382,0.4913,82275.24,12633.81,15,4.9853,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2672,G2800,Wealth,Sofisticado,PF,BAIXO,18.75,95423255.63,0.4225,0.1805,418422.29,135006.37,64,4.4974,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2673,G2132,Alta Renda,Moderado,PF,BAIXO,18.75,6598639.31,0.274,0.2388,134143.65,70571.23,11,4.2259,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2674,G0641,Investidor,Arrojado,PF,BAIXO,18.75,695599.24,0.1645,0.4146,22453.47,3625.46,26,4.7229,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2675,G1615,Investidor,Moderado,PF,BAIXO,18.75,2581898.42,0.1625,0.3472,34494.74,4948.27,4,4.7446,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2676,G0485,Investidor,Moderado,PF,BAIXO,18.75,1295567.2,0.2254,0.3005,80915.3,32976.43,17,4.3666,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2677,G2324,Alta Renda,Sofisticado,PF,BAIXO,18.75,10976034.47,0.2413,0.3665,102317.48,34718.91,58,3.7926,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2678,G2914,Wealth,Sofisticado,PJ,BAIXO,18.75,125946162.57,0.3804,0.3287,389181.13,168426.16,12,3.6598,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2679,G1119,Investidor,Moderado,PF,BAIXO,18.75,518568.87,0.1219,0.2276,13283.86,783.21,20,6.3212,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2680,G0888,Investidor,Conservador,PF,BAIXO,18.75,2524568.14,0.2086,0.405,34198.7,17728.8,39,4.3808,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2681,G0822,Investidor,Moderado,PF,BAIXO,18.75,1019342.42,0.209,0.5373,42475.99,6294.75,4,4.666,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2682,G1740,Investidor,Conservador,PF,BAIXO,18.5,1882571.92,0.1529,0.5522,29656.87,4798.24,25,4.662,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2683,G2528,Alta Renda,Sofisticado,PF,BAIXO,18.5,5000000.0,0.2761,0.3771,27031.31,4272.98,34,5.3075,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2684,G1761,Investidor,Conservador,PF,BAIXO,18.5,2386485.61,0.1374,0.3104,28769.47,17240.68,14,3.9227,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2685,G1624,Investidor,Moderado,PF,BAIXO,18.5,1414667.62,0.1617,0.2994,19990.93,11381.6,17,5.3629,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2686,G1362,Investidor,Moderado,PF,BAIXO,18.5,859484.14,0.1271,0.2329,16316.84,539.75,17,5.482,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2687,G2609,Alta Renda,Moderado,PF,BAIXO,18.5,5000000.0,0.18,0.3147,52412.34,2087.19,5,4.2804,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2688,G2886,Wealth,Sofisticado,PF,BAIXO,18.5,54725961.56,0.352,0.1864,700908.01,283421.83,57,4.2855,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2689,G1312,Investidor,Moderado,PF,BAIXO,18.5,673767.35,0.1574,0.0857,63107.87,18364.6,16,4.2166,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2690,G0748,Investidor,Arrojado,PF,BAIXO,18.5,1138278.21,0.1867,0.2697,14134.77,6283.9,28,5.2489,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2691,G0728,Investidor,Conservador,PF,BAIXO,18.5,1319590.6,0.147,0.3338,11261.0,1172.68,12,3.9716,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2692,G0650,Investidor,Arrojado,PF,BAIXO,18.5,1207484.14,0.1207,0.5518,18601.92,2722.95,23,3.8852,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2693,G1405,Investidor,Sofisticado,PF,BAIXO,18.5,828093.7,0.1897,0.4846,42377.33,1762.89,9,4.6802,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2694,G1744,Investidor,Arrojado,PF,BAIXO,18.5,537578.16,0.217,0.503,16822.23,274.17,15,3.5563,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2695,G0370,Qualificado,Conservador,PF,BAIXO,18.5,163379.1,0.1202,0.6,18199.52,643.9,5,4.6481,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
2696,G2964,Wealth,Sofisticado,PJ,BAIXO,18.25,32103885.36,0.4269,0.1143,1345765.14,828776.98,8,5.2395,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2697,G0969,Investidor,Sofisticado,PF,BAIXO,18.25,1664104.66,0.2359,0.2835,75379.91,39653.27,51,4.6992,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2698,G1197,Investidor,Arrojado,PF,BAIXO,18.25,930469.34,0.192,0.4034,28941.28,3825.49,19,5.4055,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2699,G2710,Alta Renda,Arrojado,PF,BAIXO,18.25,5000000.0,0.2385,0.2595,19059.48,13763.42,63,4.2484,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2700,G2002,Alta Renda,Arrojado,PJ,BAIXO,18.25,24612602.43,0.237,0.4545,112366.04,22924.17,41,4.7052,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2701,G2502,Alta Renda,Sofisticado,PF,BAIXO,18.25,21045774.95,0.2578,0.291,148172.95,9864.81,33,6.0984,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2702,G1365,Investidor,Conservador,PJ,BAIXO,18.25,2810730.47,0.2628,0.4616,16650.76,4809.19,34,5.2025,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2703,G2408,Alta Renda,Arrojado,PF,BAIXO,18.0,15956095.58,0.3376,0.2206,714518.21,39114.09,30,6.7293,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2704,G2718,Alta Renda,Arrojado,PF,BAIXO,18.0,5000000.0,0.2643,0.3492,36349.49,10823.15,16,5.2232,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2705,G2194,Alta Renda,Sofisticado,PF,BAIXO,18.0,12455531.68,0.2245,0.3739,157996.76,16974.04,7,4.8515,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2706,G2965,Wealth,Sofisticado,PJ,BAIXO,18.0,104051286.94,0.2703,0.2909,152772.05,7656.68,6,5.525,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2707,G2650,Alta Renda,Moderado,PF,BAIXO,18.0,20368873.03,0.2073,0.2728,26226.61,12109.14,11,6.4079,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2708,G1997,Alta Renda,Arrojado,PJ,BAIXO,18.0,8797955.15,0.1655,0.2546,129582.57,5487.38,44,4.7123,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2709,G2357,Alta Renda,Conservador,PJ,BAIXO,18.0,6801485.88,0.2705,0.3377,38821.67,5922.06,22,5.0979,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2710,G1935,Alta Renda,Moderado,PF,BAIXO,18.0,5000000.0,0.2379,0.1819,11610.4,1912.35,26,8.0,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2711,G0596,Investidor,Moderado,PF,BAIXO,18.0,1118277.12,0.195,0.3259,48631.73,4900.46,11,5.3251,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2712,G1158,Investidor,Moderado,PF,BAIXO,18.0,1092312.54,0.1368,0.4157,17956.96,6138.23,25,4.9418,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2713,G1381,Investidor,Arrojado,PJ,BAIXO,18.0,663714.84,0.1378,0.4511,42698.99,10443.34,6,4.2905,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2714,G2902,Wealth,Arrojado,PF,BAIXO,18.0,58679777.89,0.3073,0.1269,1085240.53,524247.5,14,4.9101,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2715,G2632,Alta Renda,Moderado,PF,BAIXO,18.0,12281677.76,0.2014,0.3695,42427.95,14346.19,26,4.6415,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2716,G2769,Wealth,Sofisticado,PF,BAIXO,18.0,253902468.98,0.4997,0.0845,224658.13,62698.01,152,4.554,Inatividade de remessas (>30 dias),Alto Risco — CDI Excessivo,1
2717,G2752,Alta Renda,Sofisticado,PF,BAIXO,18.0,6580462.63,0.2972,0.2152,78826.97,1597.95,18,6.6995,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2718,G1962,Alta Renda,Conservador,PF,BAIXO,17.75,12183636.71,0.1492,0.2162,82563.89,16120.8,19,3.5656,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2719,G2758,Alta Renda,Arrojado,PJ,BAIXO,17.75,30000000.0,0.3347,0.2397,85935.5,13488.02,51,6.5627,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2720,G1890,Alta Renda,Moderado,PF,BAIXO,17.75,5648805.51,0.2509,0.0855,220574.37,64265.12,13,4.5012,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2721,G2840,Wealth,Moderado,PF,BAIXO,17.75,122868968.94,0.3152,0.1721,747831.41,219535.03,43,5.2992,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
2722,G2493,Alta Renda,Arrojado,PF,BAIXO,17.75,7698651.17,0.2951,0.0848,71034.43,27294.44,51,4.5555,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2723,G2425,Alta Renda,Sofisticado,PF,BAIXO,17.75,5000000.0,0.2557,0.4467,26588.9,9960.76,20,5.1297,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2724,G0850,Investidor,Arrojado,PF,BAIXO,17.75,1965208.72,0.1264,0.2606,25141.58,4177.7,25,5.9343,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2725,G2130,Alta Renda,Arrojado,PF,BAIXO,17.75,6002439.25,0.2389,0.4425,164268.74,1412.16,10,5.1421,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2726,G0745,Investidor,Moderado,PF,BAIXO,17.75,2959823.98,0.1724,0.4549,39726.49,4564.67,26,3.6357,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2727,G1778,Investidor,Moderado,PF,BAIXO,17.75,1823018.94,0.1859,0.3595,27142.09,1693.05,11,4.898,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2728,G1278,Investidor,Arrojado,PJ,BAIXO,17.75,858013.85,0.2377,0.4584,39162.14,12293.38,26,3.5,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2729,G2378,Alta Renda,Arrojado,PF,BAIXO,17.75,7903665.42,0.2675,0.4722,49155.09,26019.05,12,4.4792,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2730,G0559,Investidor,Conservador,PF,BAIXO,17.5,4408656.37,0.1516,0.2932,16202.45,1012.44,39,4.0776,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2731,G1489,Investidor,Conservador,PF,BAIXO,17.5,2171668.91,0.2391,0.2847,44231.68,5690.56,35,7.0558,"Dólar médio acima de R$5,00",Alto Risco — CDI Excessivo,1
2732,G2067,Alta Renda,Arrojado,PF,BAIXO,17.5,11669690.47,0.3044,0.4547,40077.63,9089.17,35,5.4533,Concentração excessiva em CDI,Alto Risco — CDI Excessivo,1
2733,G2295,Alta Renda,Arrojado,PF,BAIXO,17.5,9962957.87,0.2378,0.2738,68070.43,10415.56,129,4.4992,Inatividade de remessas (>30 dias),Alto Risco — CDI Excessivo,1
2734,G1663,Investidor,Arrojado,PJ,BAIXO,17.5,1073228.92,0.2816,0.3261,76019.91,13095.03,31,4.329,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2735,G2202,Alta Renda,Arrojado,PJ,BAIXO,17.5,15130064.28,0.2226,0.4071,115680.48,20412.45,23,5.5545,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
2736,G1457,Investidor,Arrojado,PF,BAIXO,17.5,1755083.23,0.1376,0.3105,38527.06,8476.19,14,5.2487,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
