Rank,ID,Segmento,Perfil,Tipo,Prioridade,Score,PL (R$),% Offshore,% CDI,Saldo Global (USD),Caixa Parado (USD),Dias s/Remessa,Dólar Médio (R$),Motivo Principal,Perfil Comportamental
451,G2180,Alta Renda,Conservador,PF,ALTO,55.0,14330264.76,0.0709,0.6858,88842.27,17557.26,1,7.7466,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
452,G0892,Investidor,Moderado,PF,ALTO,55.0,4329290.08,0.0358,0.5419,46345.3,8427.96,29,6.3293,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
453,G0605,Investidor,Conservador,PF,ALTO,55.0,1696161.94,0.0743,0.677,36499.57,17249.97,41,6.1948,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
454,G2599,Alta Renda,Arrojado,PF,ALTO,55.0,7802133.79,0.0061,0.1976,40853.61,24295.11,12,5.9321,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
455,G0736,Investidor,Moderado,PF,ALTO,55.0,1134158.52,0.0,0.5327,34607.02,10137.35,10,4.2396,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
456,G1689,Investidor,Moderado,PJ,ALTO,55.0,1360457.39,0.053,0.6413,60082.77,37363.27,66,6.3158,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
457,G0945,Investidor,Conservador,PF,ALTO,55.0,768669.64,0.0448,0.5548,22523.71,1125.37,9,7.2372,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
458,G1563,Investidor,Arrojado,PF,ALTO,55.0,2751736.34,0.0178,0.5504,72514.24,18425.96,22,4.343,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
459,G2563,Alta Renda,Moderado,PF,ALTO,55.0,8007752.3,0.0,0.4625,204534.9,22376.72,16,3.8766,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
460,G0907,Investidor,Conservador,PF,ALTO,55.0,991672.19,0.0,0.4273,47724.82,13659.48,24,4.3433,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
461,G1152,Investidor,Arrojado,PF,ALTO,54.75,985657.4,0.0,0.7456,11904.16,4011.01,56,3.9083,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
462,G1104,Investidor,Moderado,PF,ALTO,54.75,1551354.77,0.046,0.5861,18784.8,772.03,90,5.0794,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
463,G1236,Investidor,Moderado,PF,ALTO,54.75,756743.88,0.0,0.5221,33458.44,4165.06,67,4.8778,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
464,G0134,Qualificado,Conservador,PF,ALTO,54.75,354944.93,0.032,0.6931,10000.0,6211.86,50,6.1096,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
465,G1934,Alta Renda,Conservador,PF,ALTO,54.75,12855459.68,0.0,0.3798,117758.14,13169.92,16,5.8937,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
466,G0211,Qualificado,Conservador,PF,ALTO,54.75,254615.8,0.0373,0.6641,14300.85,5357.63,81,6.8627,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
467,G1101,Investidor,Moderado,PF,ALTO,54.75,647260.18,0.0,0.6631,10000.0,5251.44,7,5.0762,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
468,G1252,Investidor,Moderado,PF,ALTO,54.75,1324759.83,0.0795,0.6147,123382.68,29282.71,33,6.7584,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
469,G1682,Investidor,Moderado,PF,ALTO,54.75,744221.53,0.0345,0.704,32283.79,9527.1,19,3.8156,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
470,G0873,Investidor,Conservador,PJ,ALTO,54.5,1427820.37,0.0237,0.5603,24676.35,3796.57,32,7.3602,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
471,G0093,Qualificado,Moderado,PF,ALTO,54.5,267312.63,0.017,0.6975,12665.17,2400.01,25,5.9449,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
472,G1207,Investidor,Arrojado,PF,ALTO,54.5,923278.98,0.0,0.6533,18305.21,3763.82,37,5.8751,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
473,G0406,Qualificado,Arrojado,PF,ALTO,54.5,103373.98,0.0,0.8162,22759.37,3332.12,25,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
474,G1374,Investidor,Moderado,PF,ALTO,54.5,1662466.6,0.0678,0.7486,70454.13,43348.18,14,5.0962,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
475,G0078,Qualificado,Moderado,PF,ALTO,54.5,160902.03,0.0,0.6644,10000.0,2080.42,5,4.6807,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
476,G0474,Investidor,Arrojado,PF,ALTO,54.5,4833153.58,0.0,0.6298,10654.87,7938.52,45,5.1061,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
477,G1551,Investidor,Conservador,PF,ALTO,54.25,1607046.12,0.0,0.4266,38892.75,981.57,8,5.5139,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
478,G0350,Qualificado,Arrojado,PJ,ALTO,54.25,438709.77,0.0197,0.599,30011.71,11564.38,32,5.0646,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
479,G1637,Investidor,Conservador,PF,ALTO,54.25,1240254.19,0.0,0.536,24301.98,3719.97,42,3.7242,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
480,G0436,Qualificado,Conservador,PF,ALTO,54.25,224667.26,0.0029,0.5784,26732.96,4607.36,24,5.7915,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
481,G2380,Alta Renda,Conservador,PF,ALTO,54.25,9772999.36,0.0,0.4435,84243.36,4670.66,33,4.847,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
482,G1577,Investidor,Conservador,PJ,ALTO,54.25,1337910.41,0.0384,0.7053,31091.77,8265.69,16,5.0659,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
483,G0030,Qualificado,Moderado,PJ,ALTO,54.25,147861.52,0.0204,0.5855,17058.83,6549.27,68,3.5986,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
484,G2375,Alta Renda,Moderado,PF,ALTO,54.25,6055477.95,0.0,0.4738,39791.49,9596.73,34,4.3991,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
485,G0931,Investidor,Arrojado,PF,ALTO,54.25,2456375.3,0.0437,0.5048,23402.11,1933.31,103,5.8713,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
486,G1520,Investidor,Arrojado,PJ,ALTO,54.25,1593651.43,0.0976,0.8306,33712.87,10585.52,99,6.5063,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
487,G0600,Investidor,Moderado,PF,ALTO,54.25,1460218.24,0.0328,0.6136,69821.82,22355.27,9,6.3787,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
488,G0048,Qualificado,Moderado,PF,ALTO,54.0,179499.38,0.026,0.6211,18190.03,10555.21,52,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
489,G2056,Alta Renda,Arrojado,PF,ALTO,54.0,10492950.55,0.0392,0.6611,145179.95,33272.02,15,5.4623,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
490,G1467,Investidor,Conservador,PF,ALTO,54.0,1752401.94,0.0072,0.5297,21054.85,2239.45,33,6.3512,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
491,G0136,Qualificado,Arrojado,PF,ALTO,54.0,127907.4,0.0006,0.5721,10562.67,1017.41,4,5.8275,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
492,G2023,Alta Renda,Arrojado,PF,ALTO,54.0,15000076.28,0.0,0.5554,87278.68,18097.8,12,5.1875,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
493,G1342,Investidor,Arrojado,PF,ALTO,54.0,1674862.35,0.0,0.6894,26134.04,15928.75,11,4.7128,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
494,G1688,Investidor,Arrojado,PF,ALTO,54.0,1605576.16,0.0,0.5762,40801.8,3759.99,18,5.5366,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
495,G2057,Alta Renda,Conservador,PF,ALTO,53.75,16760257.47,0.0,0.4664,63530.11,2944.99,29,4.2799,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
496,G0639,Investidor,Arrojado,PF,ALTO,53.75,549588.6,0.0249,0.6435,48134.53,28005.18,4,4.3625,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
497,G1167,Investidor,Moderado,PF,ALTO,53.75,1836611.3,0.0034,0.5159,43815.11,664.67,9,6.5906,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
498,G0663,Investidor,Moderado,PF,ALTO,53.75,2141012.86,0.0639,0.6189,77454.86,15146.82,106,5.3226,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
499,G2875,Wealth,Conservador,PF,ALTO,53.75,196970744.87,0.0375,0.2999,572371.83,483626.95,8,4.0721,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
500,G0162,Qualificado,Arrojado,PF,ALTO,53.75,247882.71,0.0,0.5313,18103.3,5635.17,8,6.1833,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
501,G1203,Investidor,Conservador,PJ,ALTO,53.75,3329498.05,0.0,0.5324,35160.56,4654.42,10,4.6538,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
502,G1716,Investidor,Arrojado,PF,ALTO,53.75,602791.92,0.0,0.5348,93064.56,2087.15,21,7.2222,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
503,G1059,Investidor,Arrojado,PJ,ALTO,53.75,862282.72,0.0675,0.81,50076.31,6925.51,35,7.4234,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
504,G0353,Qualificado,Moderado,PF,ALTO,53.75,255191.44,0.0186,0.8381,12907.63,5306.74,20,4.0581,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
505,G2731,Alta Renda,Moderado,PF,ALTO,53.75,7496870.54,0.0266,0.4323,19535.41,6168.41,3,6.8398,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
506,G0684,Investidor,Conservador,PF,ALTO,53.75,2017647.38,0.0,0.2905,16275.7,2866.82,44,5.1709,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
507,G2095,Alta Renda,Sofisticado,PJ,ALTO,53.75,7724032.12,0.0006,0.2941,120716.17,54334.05,10,3.737,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
508,G2708,Alta Renda,Conservador,PF,ALTO,53.75,11595516.03,0.0,0.5306,112017.93,9310.07,10,4.8774,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
509,G0137,Qualificado,Conservador,PJ,ALTO,53.75,146656.96,0.0177,0.6928,12592.92,1361.16,16,6.9028,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
510,G1701,Investidor,Conservador,PF,ALTO,53.5,2998989.38,0.0064,0.5411,74568.81,6596.5,25,5.7185,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
511,G2148,Alta Renda,Conservador,PF,ALTO,53.5,10794104.64,0.0425,0.4678,162989.01,62684.13,34,4.6199,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
512,G0938,Investidor,Moderado,PF,ALTO,53.5,1345995.0,0.0041,0.4529,44737.2,8482.98,45,4.89,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
513,G2509,Alta Renda,Arrojado,PF,ALTO,53.5,5000000.0,0.0,0.4301,78685.51,22772.47,35,4.963,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
514,G1009,Investidor,Moderado,PF,ALTO,53.5,2016057.96,0.0,0.5788,10018.47,4424.62,5,4.853,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
515,G1992,Alta Renda,Moderado,PF,ALTO,53.5,30000000.0,0.0,0.0976,131158.59,4635.78,34,4.87,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
516,G0754,Investidor,Moderado,PF,ALTO,53.5,1799019.91,0.0401,0.7816,41800.95,9771.35,15,5.7719,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
517,G2681,Alta Renda,Sofisticado,PF,ALTO,53.5,25120675.62,0.0786,0.4346,156083.21,69789.1,157,4.9074,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
518,G0214,Qualificado,Conservador,PF,ALTO,53.5,100000.0,0.0285,0.5883,16700.35,3153.38,58,5.9242,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
519,G2377,Alta Renda,Sofisticado,PF,ALTO,53.5,11702454.34,0.1052,0.3266,69851.96,43188.66,252,6.7849,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
520,G0374,Qualificado,Conservador,PF,ALTO,53.5,144162.65,0.0009,0.7606,13216.57,2321.91,18,5.0919,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
521,G1095,Investidor,Moderado,PJ,ALTO,53.5,811788.52,0.0,0.6591,22735.49,2554.66,13,4.8716,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
522,G0378,Qualificado,Moderado,PF,ALTO,53.5,100000.0,0.0026,0.8235,29592.68,2412.38,26,5.2293,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
523,G1208,Investidor,Conservador,PF,ALTO,53.5,1861503.35,0.0,0.5908,11571.21,3848.41,5,4.2443,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
524,G0428,Qualificado,Conservador,PF,ALTO,53.25,500000.0,0.001,0.7084,25728.04,2551.49,25,4.5551,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
525,G0935,Investidor,Arrojado,PF,ALTO,53.25,1540632.31,0.0,0.5713,32023.32,13869.0,32,4.7718,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
526,G0109,Qualificado,Arrojado,PF,ALTO,53.25,162124.01,0.0,0.5152,33668.91,11760.55,82,4.5524,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
527,G1746,Investidor,Moderado,PF,ALTO,53.25,1864179.53,0.0066,0.4402,16275.92,1791.75,93,4.8247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
528,G0205,Qualificado,Moderado,PF,ALTO,53.25,299475.31,0.0265,0.6049,16933.18,5401.7,25,7.8411,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
529,G0190,Qualificado,Moderado,PF,ALTO,53.25,104925.49,0.0232,0.6985,10000.0,641.99,169,4.6188,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
530,G2382,Alta Renda,Moderado,PF,ALTO,53.25,5495955.44,0.0592,0.5765,100138.5,58845.21,24,5.615,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
531,G1874,Alta Renda,Conservador,PF,ALTO,53.25,9586308.25,0.0336,0.4175,57705.34,31110.96,8,5.7986,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
532,G2623,Alta Renda,Conservador,PF,ALTO,53.25,16439035.82,0.0643,0.5165,98245.74,44785.72,17,6.4509,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
533,G0997,Investidor,Moderado,PF,ALTO,53.25,1263604.38,0.0553,0.5984,97386.74,55192.74,11,6.3686,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
534,G1927,Alta Renda,Moderado,PF,ALTO,53.25,6814126.74,0.0123,0.4689,122631.13,40059.4,15,4.6943,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
535,G0757,Investidor,Conservador,PJ,ALTO,53.25,822346.77,0.0,0.4407,20543.5,5031.36,38,4.9767,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
536,G0120,Qualificado,Arrojado,PF,ALTO,53.25,500000.0,0.0,0.7659,10000.0,371.0,29,4.5981,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
537,G1974,Alta Renda,Moderado,PF,ALTO,53.0,8397108.22,0.0043,0.2749,147602.31,36401.03,8,5.7933,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
538,G2045,Alta Renda,Arrojado,PF,ALTO,53.0,15413826.16,0.0503,0.4296,211108.46,121322.4,44,5.0514,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
539,G0516,Investidor,Moderado,PF,ALTO,53.0,1137429.41,0.0446,0.6359,21591.56,13255.5,38,5.282,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
540,G1164,Investidor,Conservador,PF,ALTO,53.0,1906647.65,0.0197,0.4516,46305.48,6462.69,95,3.7398,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
541,G0338,Qualificado,Conservador,PJ,ALTO,53.0,167251.28,0.0394,0.8491,16558.36,1490.17,42,5.6165,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
542,G0527,Investidor,Conservador,PJ,ALTO,53.0,5000000.0,0.0,0.3903,12780.74,870.81,70,4.4152,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
543,G0321,Qualificado,Conservador,PF,ALTO,53.0,262895.28,0.0,0.5281,21533.74,3951.31,24,4.8373,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
544,G1542,Investidor,Arrojado,PF,ALTO,53.0,828797.85,0.0,0.5924,43166.26,23830.1,20,4.494,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
545,G2099,Alta Renda,Arrojado,PF,ALTO,53.0,10662488.59,0.0999,0.3934,201416.69,138449.96,59,6.3667,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
546,G0069,Qualificado,Moderado,PF,ALTO,52.75,100000.0,0.0459,0.5458,32906.02,3818.71,21,6.9998,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
547,G0958,Investidor,Conservador,PF,ALTO,52.75,1453966.61,0.0377,0.5712,24499.73,2266.24,115,5.2214,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
548,G2992,Wealth,Moderado,PF,ALTO,52.75,157827564.02,0.0977,0.4733,419375.99,61937.39,23,6.9644,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
549,G1594,Investidor,Moderado,PF,ALTO,52.75,2210331.95,0.0386,0.5928,32036.88,10648.53,49,5.05,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
550,G0732,Investidor,Conservador,PF,ALTO,52.75,1652642.28,0.0483,0.4585,93813.41,24611.01,36,5.9408,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
551,G0638,Investidor,Conservador,PF,ALTO,52.75,648753.25,0.0,0.5412,10000.0,995.0,10,4.4778,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
552,G0652,Investidor,Moderado,PF,ALTO,52.75,1173850.54,0.0,0.2105,26027.22,4981.19,35,5.2935,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
553,G1687,Investidor,Moderado,PJ,ALTO,52.75,1121529.61,0.0,0.519,21026.24,4692.45,10,4.6586,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
554,G0041,Qualificado,Conservador,PF,ALTO,52.75,256521.76,0.0424,0.7417,16736.35,3927.81,38,5.9637,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
555,G1430,Investidor,Moderado,PJ,ALTO,52.5,3865981.15,0.1114,0.6331,60902.1,40471.22,51,5.226,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
556,G1356,Investidor,Moderado,PF,ALTO,52.5,1111469.12,0.0,0.5511,37665.42,5280.6,16,4.8246,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
557,G2081,Alta Renda,Arrojado,PF,ALTO,52.5,20901828.86,0.0838,0.418,213111.02,66252.86,111,5.5401,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
558,G2355,Alta Renda,Conservador,PF,ALTO,52.5,5777722.28,0.0086,0.5757,32759.48,10806.77,15,3.529,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
559,G1524,Investidor,Moderado,PF,ALTO,52.5,2132924.17,0.002,0.6444,14491.71,1382.4,88,4.7415,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
560,G0116,Qualificado,Arrojado,PF,ALTO,52.5,124892.58,0.0,0.7317,10000.0,3536.95,7,4.7976,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
561,G0439,Qualificado,Conservador,PF,ALTO,52.5,356420.38,0.0,0.6638,12105.66,1074.53,18,3.9862,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
562,G0544,Investidor,Arrojado,PF,ALTO,52.5,929253.6,0.0,0.5227,68376.36,16337.6,23,5.2752,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
563,G0199,Qualificado,Moderado,PJ,ALTO,52.5,175256.13,0.0122,0.825,13498.71,3506.66,52,4.9822,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
564,G1124,Investidor,Moderado,PF,ALTO,52.5,1427755.46,0.0194,0.4552,122885.83,61727.69,28,5.0764,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
565,G0306,Qualificado,Conservador,PJ,ALTO,52.5,100000.0,0.0207,0.7264,12395.35,769.94,59,5.3508,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
566,G0930,Investidor,Moderado,PF,ALTO,52.5,597358.12,0.0,0.3077,10000.0,3241.82,37,4.306,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
567,G1424,Investidor,Arrojado,PF,ALTO,52.5,1105408.01,0.0111,0.4594,73755.68,23870.18,16,5.247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
568,G0722,Investidor,Moderado,PF,ALTO,52.25,1212928.93,0.0432,0.4761,117760.23,72384.38,14,3.7892,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
569,G0881,Investidor,Moderado,PJ,ALTO,52.25,1028101.51,0.0,0.2191,58399.11,13695.31,14,4.7385,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
570,G1453,Investidor,Conservador,PF,ALTO,52.25,1696021.94,0.0189,0.6303,20505.98,5786.87,144,4.2585,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
571,G0334,Qualificado,Moderado,PF,ALTO,52.25,273101.12,0.0383,0.9474,14637.94,6655.21,68,4.8498,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
572,G2084,Alta Renda,Arrojado,PF,ALTO,52.25,7057661.65,0.0167,0.4527,43613.29,7280.32,91,4.9635,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
573,G0521,Investidor,Moderado,PF,ALTO,52.25,1119373.07,0.0125,0.4973,50659.93,1033.75,4,5.7784,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
574,G0642,Investidor,Conservador,PF,ALTO,52.25,700395.4,0.0125,0.4093,12537.27,3025.22,4,5.8126,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
575,G1240,Investidor,Conservador,PF,ALTO,52.25,4098212.3,0.0402,0.5394,45947.9,3570.59,84,5.088,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
576,G1840,Alta Renda,Conservador,PF,ALTO,52.0,5181730.21,0.0664,0.5475,125699.64,20160.8,13,6.1042,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
577,G1675,Investidor,Moderado,PF,ALTO,52.0,1179509.27,0.0176,0.663,12202.27,4252.66,25,5.5607,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
578,G2767,Wealth,Arrojado,PF,ALTO,52.0,173646772.69,0.0813,0.27,660816.57,157767.43,24,5.6742,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
579,G2966,Wealth,Sofisticado,PF,ALTO,52.0,294816933.06,0.0596,0.5325,881761.84,165751.39,11,4.8667,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
580,G0232,Qualificado,Moderado,PF,ALTO,52.0,252430.21,0.0,0.4574,25379.15,6537.61,18,4.3564,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
581,G0256,Qualificado,Moderado,PF,ALTO,52.0,131001.41,0.0136,0.7975,10000.0,3613.16,7,4.652,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
582,G1392,Investidor,Conservador,PF,ALTO,52.0,1550807.79,0.0384,0.5955,38165.38,4645.73,17,6.5401,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
583,G1659,Investidor,Moderado,PF,ALTO,52.0,1242631.39,0.0548,0.5753,110100.38,20823.85,28,6.6747,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
584,G0676,Investidor,Moderado,PF,ALTO,51.75,2439798.77,0.0421,0.556,45250.29,9842.92,4,5.4462,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
585,G2118,Alta Renda,Moderado,PF,ALTO,51.75,30000000.0,0.0357,0.4098,153712.34,34435.94,17,4.4956,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
586,G0769,Investidor,Arrojado,PF,ALTO,51.75,2253019.56,0.0,0.6226,20160.62,2869.16,18,5.3419,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
587,G2614,Alta Renda,Moderado,PF,ALTO,51.75,10967254.23,0.0,0.5083,34532.15,2153.49,9,4.9526,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
588,G0294,Qualificado,Moderado,PF,ALTO,51.75,257777.07,0.0176,0.811,17050.19,2003.86,67,4.7011,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
589,G0345,Qualificado,Conservador,PF,ALTO,51.75,100000.0,0.0315,0.5285,16621.93,3009.82,26,5.4779,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
590,G1323,Investidor,Arrojado,PF,ALTO,51.75,1162387.45,0.0169,0.5634,39416.74,10399.66,14,4.4528,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
591,G0278,Qualificado,Moderado,PF,ALTO,51.75,305105.66,0.0495,0.6224,12930.62,12032.53,35,4.4282,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
592,G1793,Investidor,Conservador,PF,ALTO,51.75,2058760.7,0.0026,0.6286,37884.75,4683.02,11,5.2404,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
593,G1058,Investidor,Arrojado,PJ,ALTO,51.75,1027844.84,0.046,0.6415,73997.87,34784.2,20,4.5421,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
594,G2362,Alta Renda,Arrojado,PF,ALTO,51.5,5553850.26,0.0662,0.3698,195189.87,113667.11,76,4.4557,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
595,G2768,Wealth,Arrojado,PF,ALTO,51.5,91942700.9,0.0947,0.3173,243449.3,93127.67,46,6.1411,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
596,G0625,Investidor,Conservador,PJ,ALTO,51.5,537395.78,0.0705,0.5782,22806.5,17402.84,69,5.5958,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
597,G1471,Investidor,Conservador,PF,ALTO,51.5,1101237.65,0.0201,0.4542,47609.9,11566.52,28,6.9469,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
598,G1184,Investidor,Conservador,PF,ALTO,51.5,2437805.32,0.0,0.0577,75251.03,1683.54,58,4.8904,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
599,G0884,Investidor,Moderado,PJ,ALTO,51.5,1593036.52,0.0644,0.6907,34993.62,15663.51,22,6.1554,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
600,G2427,Alta Renda,Moderado,PF,ALTO,51.5,6609081.63,0.0598,0.3557,132338.63,43815.91,32,7.3507,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
601,G1929,Alta Renda,Arrojado,PF,ALTO,51.5,12069972.93,0.0322,0.3313,401276.71,162506.74,12,4.429,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
602,G0244,Qualificado,Conservador,PF,ALTO,51.5,317055.57,0.0208,0.7184,10000.0,1804.01,24,6.4808,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
